anuncio,campanha,veiculo,data,modalidade,objetivo,publico,investimento,impressoes,cliques,motivo,dentro_do_plano,par_com_denominador,chave_par
Marcasfilial_filial_acaocashback-janeiro_alcance_2301,Alcance,Meta Ads,2023-01-04,Acaocashback Janeiro,Alcance,N/a,79.12,10454,13,campanha fora do plano,False,False,Alcance | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-08-31,Inauguracao,Alcance,Nao Socios,1292.3082,102349,387,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-01,Inauguracao,Alcance,Nao Socios,459.51,213035,164,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-01,Inauguracao,Alcance,Nao Socios,237.33,123982,189,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-02,Inauguracao,Alcance,Nao Socios,885.45,354106,238,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-02,Inauguracao,Alcance,Nao Socios,489.77,244527,401,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-03,Inauguracao,Alcance,Nao Socios,913.12,380995,322,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-03,Inauguracao,Alcance,Nao Socios,488.25,221229,327,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-04,Inauguracao,Alcance,Nao Socios,825.05,355532,277,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-04,Inauguracao,Alcance,Nao Socios,500.67,201730,307,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-05,Inauguracao,Alcance,Nao Socios,827.12,361882,281,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-05,Inauguracao,Alcance,Nao Socios,482.49,234990,334,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-06,Inauguracao,Alcance,Nao Socios,774.0,328818,252,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-06,Inauguracao,Alcance,Nao Socios,497.94,237554,372,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-07,Inauguracao,Alcance,Nao Socios,821.44,356117,245,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-07,Inauguracao,Alcance,Nao Socios,484.68,221857,369,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-08,Inauguracao,Alcance,Nao Socios,669.93,312608,237,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-08,Inauguracao,Alcance,Nao Socios,490.83,217308,385,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-09,Inauguracao,Alcance,Nao Socios,668.48,331381,230,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-09,Inauguracao,Alcance,Nao Socios,487.59,216543,354,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-10,Inauguracao,Alcance,Nao Socios,673.67,336409,249,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-10,Inauguracao,Alcance,Nao Socios,485.39,228053,337,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-11,Inauguracao,Alcance,Nao Socios,620.22,310267,240,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-11,Inauguracao,Alcance,Nao Socios,246.59,142532,168,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-12,Inauguracao,Alcance,Nao Socios,640.03,304380,230,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-12,Inauguracao,Alcance,Nao Socios,168.6,112108,137,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-13,Inauguracao,Alcance,Nao Socios,593.63,271792,220,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-13,Inauguracao,Alcance,Nao Socios,167.22,106961,146,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-14,Inauguracao,Alcance,Nao Socios,615.6299999999999,268319,220,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-14,Inauguracao,Alcance,Nao Socios,169.54,101553,132,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-15,Inauguracao,Alcance,Nao Socios,620.06,266882,184,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-15,Inauguracao,Alcance,Nao Socios,163.72,89624,108,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-16,Inauguracao,Alcance,Nao Socios,664.67,290571,235,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-16,Inauguracao,Alcance,Nao Socios,165.23,95074,141,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-17,Inauguracao,Alcance,Nao Socios,685.98,310725,247,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-17,Inauguracao,Alcance,Nao Socios,166.29,105172,152,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-18,Inauguracao,Alcance,Nao Socios,607.03,279531,172,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-18,Inauguracao,Alcance,Nao Socios,164.8,99722,145,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-19,Inauguracao,Alcance,Nao Socios,620.0899999999999,277767,200,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-19,Inauguracao,Alcance,Nao Socios,167.71,92319,120,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-20,Inauguracao,Alcance,Nao Socios,605.4000000000001,258002,151,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-20,Inauguracao,Alcance,Nao Socios,164.1,93095,118,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-21,Inauguracao,Alcance,Nao Socios,637.8599999999999,265417,169,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-21,Inauguracao,Alcance,Nao Socios,163.31,88912,105,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-22,Inauguracao,Alcance,Nao Socios,592.68,244249,159,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-22,Inauguracao,Alcance,Nao Socios,162.53,83654,119,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-23,Inauguracao,Alcance,Nao Socios,656.42,265447,183,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-23,Inauguracao,Alcance,Nao Socios,162.12,89922,152,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-24,Inauguracao,Alcance,Nao Socios,682.06,284106,207,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-24,Inauguracao,Alcance,Nao Socios,163.52,97625,130,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-25,Inauguracao,Alcance,Nao Socios,595.04,252366,177,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-25,Inauguracao,Alcance,Nao Socios,162.27,89934,147,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-26,Inauguracao,Alcance,Nao Socios,630.12,258686,160,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-26,Inauguracao,Alcance,Nao Socios,160.8,84452,104,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-27,Inauguracao,Alcance,Nao Socios,604.23,242636,169,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-27,Inauguracao,Alcance,Nao Socios,163.01,85647,106,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-28,Inauguracao,Alcance,Nao Socios,611.21,239719,154,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-28,Inauguracao,Alcance,Nao Socios,162.08,82481,121,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Meta Ads,2023-09-29,Inauguracao,Alcance,Nao Socios,331.27,130017,74,campanha fora do plano,False,False,Inauguracao Barra | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-29,Inauguracao,Alcance,Nao Socios,160.69,77036,94,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309,Inauguracao Barra,Tiktok Ads,2023-09-30,Inauguracao,Alcance,Nao Socios,150.93,83986,130,campanha fora do plano,False,False,Inauguracao Barra | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-01,Inauguracao,Alcance,Nao Socios,286.1386,17411,82,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-02,Inauguracao,Alcance,Nao Socios,613.4697,56744,181,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-03,Inauguracao,Alcance,Nao Socios,613.7949,60557,298,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-04,Inauguracao,Alcance,Nao Socios,612.6656,57780,250,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-05,Inauguracao,Alcance,Nao Socios,611.7555,55067,250,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-06,Inauguracao,Alcance,Nao Socios,613.0923,54918,260,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-07,Inauguracao,Alcance,Nao Socios,614.0677000000001,55481,265,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-08,Inauguracao,Alcance,Nao Socios,598.6353,54184,306,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-09,Inauguracao,Alcance,Nao Socios,609.1777999999999,55072,295,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-10,Inauguracao,Alcance,Nao Socios,613.8981,56731,310,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-11,Inauguracao,Alcance,Nao Socios,459.8254,41571,205,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-12,Inauguracao,Alcance,Nao Socios,460.0328,39609,200,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-13,Inauguracao,Alcance,Nao Socios,460.0917,38057,184,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-14,Inauguracao,Alcance,Nao Socios,459.9486,37537,200,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-15,Inauguracao,Alcance,Nao Socios,459.8015,36285,180,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-16,Inauguracao,Alcance,Nao Socios,460.0417,39161,203,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-17,Inauguracao,Alcance,Nao Socios,459.9573,36607,185,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-18,Inauguracao,Alcance,Nao Socios,460.1272,38131,166,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-19,Inauguracao,Alcance,Nao Socios,460.313,31523,132,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-20,Inauguracao,Alcance,Nao Socios,460.6183,38107,153,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-21,Inauguracao,Alcance,Nao Socios,460.5768000000001,38903,158,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2309_rio-de-janeiro,Inauguracao Barra,Youtube Ads,2023-09-22,Inauguracao,Alcance,Nao Socios,460.416,38163,152,campanha fora do plano,False,False,Inauguracao Barra | Youtube Ads
